Player,G,MP,FG,FGA,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,TOV%
Khalid El Amin,15,392,65,136,21,61,0.34,44,75,0.59,0.56,31,33,0.94,8,20,28,49,22,1,27,42,182,0.6,15.21
Kim English,4,74,11,33,4,13,0.31,7,20,0.35,0.39,4,6,0.67,1,8,9,4,2,1,2,7,30,0.42,5.31
Kim Tillie,124,2357,285,593,84,212,0.4,201,381,0.53,0.55,100,133,0.72,173,272,445,106,88,23,106,277,754,0.58,13.99
Kirk Penney,32,388,58,117,30,65,0.46,28,52,0.54,0.62,13,20,0.61,13,29,42,12,6,0,19,35,159,0.63,13.12
Kiwane Garris,20,540,53,132,28,72,0.39,25,60,0.42,0.51,48,60,0.8,9,39,48,54,28,0,31,42,182,0.57,16.37
Klemen Prepelic,31,419,50,139,30,96,0.31,20,43,0.47,0.47,38,49,0.77,3,32,35,55,10,1,28,46,168,0.52,14.85
Koko Archibong,43,879,69,182,14,54,0.26,55,128,0.43,0.42,21,36,0.54,34,102,136,30,30,12,46,119,173,0.44,18.86
Kornel David,81,2125,342,656,6,15,0.4,336,641,0.52,0.53,251,305,0.82,140,305,445,85,75,44,117,239,941,0.6,12.9
Kosta Perovic,12,311,38,88,0,1,0.0,38,87,0.44,0.43,33,53,0.62,25,31,56,11,15,11,22,46,109,0.49,16.5
Kostas Kaimakoglou,85,1812,184,428,73,202,0.36,111,226,0.49,0.52,110,146,0.76,77,221,298,126,62,15,97,163,551,0.56,16.46
Kostas Papanikolaou,231,5124,575,1242,235,624,0.38,340,618,0.55,0.56,284,394,0.67,225,680,905,336,204,87,269,435,1669,0.59,15.97
Kostas Sloukas,245,5375,652,1460,242,592,0.41,410,868,0.47,0.53,505,566,0.88,89,409,498,921,142,20,418,426,2051,0.6,19.65
Kostas Tsartsaris,239,4391,537,1089,99,309,0.32,438,780,0.56,0.54,329,475,0.72,264,641,905,215,125,73,261,640,1502,0.58,16.74
Kostas Vasileiadis,98,1843,243,606,155,419,0.37,88,187,0.47,0.53,144,167,0.89,45,152,197,80,59,8,99,157,785,0.58,12.72
Kresimir Loncar,44,783,135,268,5,24,0.21,130,244,0.53,0.51,67,85,0.76,54,99,153,40,22,14,55,124,342,0.56,15.26
Kresimir Nikic,11,119,13,27,0,1,0.0,13,26,0.5,0.48,3,8,0.38,6,16,22,6,6,4,10,14,29,0.48,24.68
Kris Hill,10,344,73,119,1,8,0.12,72,111,0.65,0.62,25,38,0.66,34,42,76,15,19,0,35,29,172,0.63,20.5
Kristaps Janicenoks,2,21,3,6,2,3,0.67,1,3,0.33,0.67,2,2,1.0,1,0,1,2,1,0,1,3,10,0.73,12.69
Kristaps Valters,13,263,31,89,19,59,0.32,12,30,0.4,0.46,26,36,0.72,6,17,23,40,10,1,27,24,107,0.51,20.48
Kristijan Nikolov,8,95,6,20,5,13,0.38,1,7,0.14,0.42,4,4,1.0,0,7,7,7,1,0,10,15,21,0.48,31.49
Kristjan Kangur,57,1080,111,246,64,151,0.42,47,95,0.49,0.58,58,70,0.79,49,99,148,52,23,8,54,146,344,0.62,16.32
Krunoslav Simon,176,4555,602,1402,262,716,0.37,340,686,0.5,0.52,297,353,0.84,109,547,656,518,136,32,293,373,1763,0.57,15.84
Krzysztof Roszyk,18,243,20,56,8,23,0.35,12,33,0.36,0.43,7,9,0.78,15,19,34,12,8,0,14,19,55,0.46,18.93
Ksistof Lavrinovic,124,2680,426,882,125,321,0.39,301,561,0.54,0.55,337,440,0.78,150,406,556,118,119,68,184,271,1314,0.61,14.61
Kyle Hill,30,792,116,273,61,156,0.39,55,117,0.47,0.54,38,48,0.71,17,41,58,51,36,5,42,64,331,0.56,12.5
Kyle Hines,149,3052,493,803,1,9,0.11,492,794,0.62,0.61,234,347,0.68,317,402,719,162,115,129,125,368,1221,0.64,11.57
Kyle Kuric,61,1194,188,413,97,233,0.42,91,180,0.51,0.57,65,74,0.88,45,85,130,53,46,6,40,78,538,0.6,8.24
Kyle Singler,8,185,25,54,5,13,0.38,20,41,0.49,0.51,10,16,0.62,11,23,34,6,3,3,12,21,65,0.53,16.43
Kyle Weems,10,258,31,87,13,44,0.3,18,43,0.42,0.43,4,8,0.5,4,30,34,19,12,6,10,29,79,0.44,9.95
Kyle Wiltjer,24,232,40,84,21,50,0.42,19,34,0.56,0.6,8,12,0.67,8,26,34,3,4,2,6,29,109,0.61,6.3
Lamayn Wilson,9,273,43,96,13,41,0.32,30,55,0.55,0.52,10,18,0.56,7,30,37,7,13,3,8,27,109,0.52,7.15
Lamont Hamilton,16,288,49,124,15,39,0.38,34,85,0.4,0.46,26,40,0.58,20,31,51,20,13,16,23,22,139,0.49,13.97
Laron Profit,7,115,7,16,2,7,0.29,5,9,0.56,0.5,6,7,0.86,1,21,22,9,8,2,4,11,22,0.58,17.33
Larry Ayuso,21,577,81,218,40,124,0.32,41,94,0.44,0.46,47,57,0.78,7,40,47,28,22,0,43,41,249,0.51,15.03
Larry Lewis,17,444,62,134,11,22,0.5,51,112,0.46,0.5,34,42,0.83,29,68,97,30,18,10,31,33,169,0.55,16.9
Larry Middleton,19,401,53,127,33,90,0.37,20,37,0.54,0.55,12,15,0.8,2,39,41,20,14,2,27,66,151,0.57,16.81
Latavious Williams,34,552,94,157,0,2,0.0,94,155,0.61,0.6,33,45,0.86,66,91,157,17,10,14,27,86,221,0.62,13.25
Laurent Cazalon,11,177,22,57,9,30,0.3,13,27,0.48,0.46,11,16,0.69,13,10,23,4,9,0,16,26,64,0.5,19.99
Laurent Foirest,88,2274,294,699,156,374,0.42,138,325,0.42,0.53,187,234,0.81,25,236,261,115,102,11,141,259,931,0.58,14.95
Laurent Sciarra,9,184,8,17,5,13,0.38,3,4,0.75,0.62,19,21,0.9,3,16,19,37,7,0,15,18,40,0.76,36.37
Lavor Postell,8,230,27,64,8,24,0.33,19,40,0.48,0.48,21,32,0.66,11,21,32,14,9,3,12,25,83,0.53,13.32
Lawrence Roberts,37,1010,95,258,33,98,0.34,62,160,0.39,0.43,71,111,0.63,74,162,236,61,38,17,82,113,294,0.48,21.09
Lazaros Agadakos,40,533,56,113,3,12,0.25,53,101,0.52,0.51,38,62,0.56,33,41,74,12,16,9,42,73,153,0.55,23.04
Lazaros Papadopoulos,4,55,7,17,0,1,0.0,7,16,0.44,0.41,2,4,0.5,5,4,9,0,1,0,2,5,16,0.43,9.63
Leandro Bolmaro,6,55,4,19,0,5,0.0,4,14,0.29,0.21,3,3,1.0,2,3,5,14,6,0,6,13,11,0.27,22.8
Leandro Palladino,17,445,45,113,32,69,0.46,13,44,0.3,0.54,15,22,0.68,6,34,40,15,16,1,10,28,137,0.56,7.54
Lee Matthews,10,312,57,107,1,8,0.12,56,99,0.57,0.54,36,53,0.68,29,34,63,3,20,7,17,26,151,0.58,11.54
Lenny Brown,7,195,31,60,8,25,0.32,23,35,0.66,0.58,17,24,0.71,3,10,13,13,8,0,21,20,87,0.62,22.94
Leo Mainoldi,22,315,26,79,20,55,0.36,6,24,0.25,0.46,2,4,0.5,8,34,42,12,10,1,3,37,74,0.46,3.58
Leo Westermann,130,2615,301,738,146,378,0.39,155,360,0.43,0.51,133,155,0.87,47,239,286,446,79,4,252,314,881,0.55,23.81
Leon Radosevic,114,2304,328,626,0,6,0.0,328,620,0.53,0.52,152,209,0.71,124,251,375,95,60,44,160,253,808,0.56,18.22
Levan Patsatsia,11,126,5,29,1,14,0.07,4,15,0.27,0.19,1,3,0.33,8,17,25,4,3,0,1,15,12,0.2,3.19
Levon Kendall,10,145,19,39,0,5,0.0,19,34,0.56,0.49,6,15,0.4,9,18,27,6,6,2,9,21,44,0.48,16.48
Lewis Sims,6,117,18,34,1,3,0.33,17,31,0.55,0.54,11,19,0.58,5,17,22,4,3,0,6,18,48,0.57,12.41
Linas Kleiza,70,1649,270,588,80,236,0.34,190,352,0.54,0.53,176,210,0.83,77,225,302,55,28,9,71,166,796,0.58,9.45
Linton Johnson,4,50,3,9,0,2,0.0,3,7,0.43,0.33,1,2,0.5,3,7,10,0,2,0,4,10,7,0.35,28.82
Lionel Chalmers,10,283,48,122,15,51,0.29,33,71,0.46,0.45,20,28,0.71,12,19,31,24,13,0,22,24,131,0.49,14.07
Lior Eliyahu,102,2095,436,774,2,16,0.12,434,758,0.57,0.56,154,229,0.68,136,295,431,157,68,31,135,176,1028,0.59,13.37
Lior Lubin,11,112,11,22,2,4,0.5,9,18,0.5,0.55,8,12,0.67,0,5,5,15,5,0,10,28,32,0.59,26.82
Livio Jean Charles,27,571,98,194,15,48,0.31,83,146,0.57,0.54,34,39,0.87,42,59,101,17,11,18,30,50,245,0.58,12.44
Lonnie Cooper,14,379,50,130,23,71,0.32,27,59,0.46,0.47,33,41,0.8,6,17,23,59,13,1,30,33,156,0.53,16.85
Lonny Baxter,10,252,43,75,0,1,0.0,43,74,0.58,0.57,24,35,0.69,15,37,52,2,3,9,16,32,110,0.61,15.04
Loren Woods,8,251,33,59,0,1,0.0,33,58,0.57,0.56,32,45,0.71,27,45,72,12,11,19,21,19,98,0.62,21.04
Lorenzo Brown,27,682,123,295,21,73,0.29,102,222,0.46,0.45,65,79,0.82,19,71,90,125,30,10,75,51,332,0.5,18.53
Louis Bullock,137,3565,610,1381,275,688,0.4,335,693,0.48,0.54,437,501,0.88,61,210,271,282,158,6,244,310,1932,0.6,13.22
Louis Campbell,20,540,60,152,32,83,0.39,28,69,0.41,0.5,15,21,0.72,14,34,48,81,18,2,55,33,167,0.52,25.43
Louis Labeyrie,27,547,47,95,12,37,0.32,35,58,0.6,0.56,33,41,0.8,37,86,123,20,13,8,17,35,139,0.61,13.07
Louis Olinde,15,115,9,20,1,8,0.12,8,12,0.67,0.48,13,15,0.87,4,17,21,4,3,0,9,21,32,0.6,25.28
Louis Rowe,13,391,63,152,17,56,0.3,46,96,0.48,0.47,34,43,0.79,8,32,40,25,17,2,35,49,177,0.52,17.0
Loukas Mavrokefalidis,104,1356,252,503,10,40,0.25,242,463,0.52,0.51,132,173,0.74,110,207,317,54,35,19,97,222,646,0.56,14.35
Lovro Mazalin,7,47,3,9,0,1,0.0,3,8,0.38,0.33,6,9,0.67,0,5,5,3,1,0,3,6,12,0.46,18.8
Lubos Barton,68,1390,202,441,72,213,0.34,130,228,0.57,0.54,77,96,0.79,96,171,267,57,69,20,57,124,553,0.57,10.55
Luc Arthur Vebobe,9,171,21,35,0,1,0.0,21,34,0.62,0.6,7,14,0.5,15,22,37,12,8,3,9,24,49,0.6,17.94
Luca Garri,33,586,61,188,19,85,0.22,42,103,0.41,0.38,38,56,0.68,59,86,145,11,45,8,35,70,179,0.42,14.13
Luca Vildoza,74,1452,179,446,92,255,0.36,87,191,0.46,0.5,79,93,0.86,22,116,138,228,66,14,123,166,529,0.54,20.17
Luca Vitali,29,627,69,169,39,95,0.41,30,74,0.41,0.52,56,67,0.85,9,33,42,52,18,1,61,82,233,0.59,23.51
Lucas Victoriano,13,298,30,83,18,58,0.31,12,25,0.48,0.47,17,24,0.71,2,28,30,44,12,0,19,36,95,0.51,16.88
Lucca Staiger,57,732,83,209,73,178,0.41,10,31,0.32,0.57,11,15,0.67,14,48,62,30,11,1,20,70,250,0.58,8.49
Lucio Angulo,46,973,108,225,23,68,0.34,85,157,0.54,0.53,116,139,0.83,30,81,111,61,64,9,78,126,355,0.62,21.42
Luigi Datome,198,4427,639,1344,274,627,0.44,365,717,0.51,0.58,248,272,0.94,174,543,717,211,109,57,220,486,1800,0.61,13.07
Luis Scola,142,3424,726,1302,25,79,0.32,701,1223,0.57,0.57,380,575,0.65,245,522,767,220,154,57,279,461,1857,0.6,15.21
Luka Babic,37,871,97,248,36,124,0.29,61,124,0.49,0.46,30,46,0.44,17,125,142,75,24,5,56,73,260,0.48,17.27
Luka Bogdanovic,71,1452,196,458,98,238,0.41,98,220,0.45,0.53,77,93,0.85,56,174,230,63,39,7,75,110,567,0.57,13.07
Luka Doncic,80,1685,252,569,101,294,0.34,151,275,0.55,0.53,240,290,0.85,63,281,344,314,68,21,152,103,845,0.61,17.91
Luka Mitrovic,79,1392,175,391,20,100,0.2,155,291,0.53,0.47,63,96,0.62,93,184,277,113,45,15,97,128,433,0.5,18.29
Luka Rupnik,4,57,5,13,1,6,0.17,4,7,0.57,0.42,2,2,1.0,0,0,0,6,3,0,3,9,13,0.47,17.77
Luka Zoric,24,454,84,151,0,1,0.0,84,150,0.56,0.56,30,39,0.77,33,53,86,4,5,14,42,66,198,0.59,19.98
Lukas Lekavicius,166,2589,373,808,109,275,0.4,264,533,0.5,0.53,165,205,0.8,53,166,219,363,76,4,214,308,1020,0.57,19.24
Lukasz Koszarek,30,857,95,240,36,100,0.36,59,140,0.42,0.47,41,45,0.92,11,81,92,137,19,2,71,75,267,0.51,21.46
Luke Harangody,62,1080,171,312,66,136,0.49,105,176,0.6,0.65,28,36,0.77,61,157,218,33,20,16,32,96,436,0.66,8.89
Luke Sikma,28,722,100,204,29,67,0.43,71,137,0.52,0.56,42,60,0.7,61,120,181,127,30,15,46,65,271,0.59,16.64
Luksa Andric,68,1147,173,317,15,53,0.28,158,264,0.6,0.57,66,98,0.72,90,160,250,32,52,29,92,232,427,0.59,20.35
Lynn Greer,92,2303,374,852,122,322,0.38,252,530,0.48,0.51,347,386,0.91,45,150,195,257,92,6,183,188,1217,0.6,15.19
Maarty Leunen,26,772,76,188,41,108,0.38,35,80,0.44,0.51,22,33,0.68,24,89,113,53,19,4,29,71,215,0.53,12.53
Maceo Baston,25,608,122,193,4,7,0.57,118,186,0.63,0.64,73,109,0.67,55,94,149,16,19,33,54,81,321,0.67,18.31
Maciej Lampe,83,1461,286,610,32,104,0.31,254,506,0.5,0.5,146,188,0.79,128,239,367,58,30,33,77,154,750,0.54,10.0
Maciej Zielinski,38,947,103,261,24,101,0.24,79,160,0.49,0.44,58,88,0.65,18,89,107,59,41,9,60,89,288,0.48,16.68
Mahmoud Abdul Rauf,17,194,34,89,10,29,0.34,24,60,0.4,0.44,1,2,0.5,2,12,14,12,11,0,15,21,79,0.44,14.3
Maik Zirbes,84,1632,292,509,0,4,0.0,292,505,0.58,0.57,143,207,0.7,187,220,407,47,54,37,126,226,727,0.61,17.35
Makai Mason,20,220,38,82,15,34,0.44,23,48,0.48,0.55,34,37,0.92,1,12,13,22,8,0,18,26,125,0.64,15.48
Makan Dioumassi,25,534,48,127,19,62,0.31,29,65,0.45,0.45,21,31,0.7,10,39,49,44,17,0,35,64,136,0.48,19.93
Malcolm Delaney,81,2294,323,762,167,411,0.41,156,351,0.44,0.53,291,355,0.79,34,209,243,403,67,5,190,227,1104,0.6,17.14
Malcolm Thomas,76,1523,214,391,23,80,0.29,191,311,0.61,0.58,92,130,0.76,149,213,362,114,62,31,71,171,543,0.61,13.67
Maleye N'Doye,10,213,22,56,9,28,0.32,13,28,0.46,0.47,5,6,0.83,6,10,16,8,7,0,8,20,58,0.49,12.0
Malik Hairston,59,1479,225,486,39,98,0.4,186,388,0.48,0.5,106,149,0.71,81,82,163,86,26,19,82,143,595,0.54,12.94
Mamadou Diop,4,10,1,5,1,3,0.33,0,2,0.0,0.3,1,2,0.5,1,1,2,0,0,0,1,2,4,0.34,14.53
Mamadou Samb,1,11,2,4,0,1,0.0,2,3,0.67,0.5,1,4,0.25,0,0,0,0,2,2,1,0,5,0.43,14.79
Mamoutou Diarra,10,116,7,30,2,11,0.18,5,19,0.26,0.27,6,8,0.75,1,10,11,4,2,0,9,14,22,0.33,21.17
Manolis Papamakarios,59,1039,95,243,52,144,0.36,43,99,0.43,0.5,59,76,0.76,13,89,102,79,59,2,56,138,301,0.54,16.85
Mantas Kalnietis,174,3606,465,1053,127,418,0.3,338,635,0.53,0.5,134,192,0.66,45,339,384,507,124,17,330,211,1191,0.52,22.49
Manu Ginobili,44,1280,223,498,62,197,0.31,161,301,0.53,0.51,175,225,0.78,40,135,175,110,120,14,109,141,683,0.57,15.44
Manuchar Markoishvili,126,2306,292,710,120,327,0.37,172,383,0.45,0.5,106,131,0.76,61,161,222,142,99,7,120,331,810,0.53,13.52
Maodo Lo,113,1993,292,667,131,323,0.41,161,344,0.47,0.54,75,99,0.75,19,149,168,235,63,9,155,234,790,0.56,17.91
MarQuez Haynes,55,994,111,300,62,177,0.35,49,123,0.4,0.47,42,58,0.78,14,57,71,73,18,5,56,81,326,0.5,14.68
MarShon Brooks,24,526,115,257,33,94,0.35,82,163,0.5,0.51,45,53,0.85,17,49,66,33,16,6,35,45,308,0.55,11.1
Marc Antoine Pellin,14,384,24,55,5,17,0.29,19,38,0.5,0.48,13,18,0.72,10,31,41,63,24,2,39,28,66,0.52,38.27
Marc Fernandez,4,36,3,10,1,5,0.2,2,5,0.4,0.35,1,1,1.0,2,2,4,0,0,0,2,3,8,0.38,16.08
Marc Gasol,19,196,25,39,1,3,0.33,24,36,0.67,0.65,19,31,0.62,10,31,41,6,9,7,10,34,70,0.66,15.96
Marc Jackson,20,552,101,212,11,26,0.42,90,186,0.48,0.5,88,100,0.88,44,76,120,29,11,11,50,45,301,0.59,16.34
Marc Judith,10,134,3,8,0,3,0.0,3,5,0.6,0.38,6,8,0.75,9,5,14,16,6,0,9,21,12,0.52,43.86
Marc Salyers,14,475,110,232,29,83,0.35,81,149,0.54,0.54,56,81,0.69,38,54,92,22,22,5,32,33,305,0.57,10.68
Marcelinho Machado,12,318,30,95,15,57,0.26,15,38,0.39,0.39,17,17,1.0,8,27,35,21,11,0,21,30,92,0.45,17.01
Marcelo Damiao,9,84,5,12,0,3,0.0,5,9,0.56,0.42,4,13,0.31,5,18,23,1,6,1,3,12,14,0.4,14.48
Marcelo Huertas,228,4679,645,1426,191,515,0.37,454,911,0.5,0.52,278,317,0.88,95,340,435,892,134,4,440,354,1759,0.56,21.94
Marcelo Nicola,86,1761,268,600,157,401,0.39,111,199,0.56,0.58,156,193,0.81,45,259,304,139,79,33,120,228,849,0.62,14.91
Marcelus Kemp,3,85,13,32,4,13,0.31,9,19,0.47,0.47,9,9,1.0,1,7,8,4,2,0,2,2,39,0.54,5.27
Marcin Gortat,14,388,57,96,1,2,0.5,56,94,0.6,0.6,30,45,0.67,27,52,79,17,15,15,30,39,145,0.63,20.58
Marcin Sroka,10,102,9,22,3,11,0.27,6,11,0.55,0.48,4,7,0.57,5,9,14,3,3,0,6,15,25,0.5,19.31
Marco Belinelli,76,1523,211,482,96,253,0.38,115,229,0.5,0.54,80,110,0.73,32,67,99,70,55,1,73,146,598,0.56,12.1
Marco Carraretto,92,995,98,221,51,122,0.42,47,99,0.47,0.56,28,36,0.78,13,60,73,42,34,0,28,115,275,0.58,10.57
Marco Cusin,10,162,27,42,0,1,0.0,27,41,0.66,0.64,7,11,0.64,11,16,27,6,1,14,4,28,61,0.65,7.87
Marco Mordente,72,1611,182,389,85,189,0.45,97,200,0.48,0.58,88,107,0.84,36,115,151,99,61,2,88,201,537,0.62,16.79
Marco Samanic,14,235,39,69,7,21,0.33,32,48,0.67,0.62,24,31,0.77,16,27,43,15,1,6,23,45,109,0.66,21.77
Marco Sassella,5,36,1,7,0,3,0.0,1,4,0.25,0.14,3,4,0.75,1,3,4,1,2,0,1,2,5,0.29,10.25
Marcus Banks,21,292,34,84,19,44,0.43,15,40,0.38,0.52,33,45,0.73,2,26,28,30,9,0,18,30,120,0.58,14.78
Marcus Brown,178,5517,852,1865,323,821,0.39,529,1044,0.51,0.54,688,803,0.88,93,347,440,457,184,18,338,444,2715,0.61,13.22
Marcus Denmon,28,365,53,130,35,84,0.42,18,46,0.39,0.54,15,18,0.83,9,14,23,29,13,2,16,37,156,0.57,10.4
Marcus Eriksson,51,1084,188,415,116,265,0.44,72,150,0.48,0.59,57,65,0.88,16,66,82,43,33,5,34,52,549,0.62,7.12
Marcus Faison,9,249,41,67,19,33,0.58,22,34,0.65,0.75,35,38,0.92,7,15,22,13,10,1,22,30,136,0.81,20.81
Marcus Fizer,15,257,67,116,4,11,0.36,63,105,0.6,0.59,34,49,0.69,8,46,54,18,8,3,27,45,172,0.63,16.41
Marcus Goree,119,3502,517,1108,85,232,0.37,432,876,0.49,0.5,226,363,0.62,244,483,727,152,126,120,159,230,1345,0.53,11.14
Marcus Haislip,72,1906,312,679,67,202,0.33,245,477,0.51,0.51,189,263,0.73,121,277,398,34,48,80,108,174,880,0.55,11.96
Marcus Johnson,5,86,4,18,0,4,0.0,4,14,0.29,0.22,0,2,0.0,2,10,12,2,4,2,6,8,8,0.21,24.12
Marcus Slaughter,31,384,42,61,0,2,0.0,42,59,0.71,0.69,16,34,0.47,26,47,73,15,18,9,16,66,100,0.66,17.4
Marcus Taylor,5,66,10,36,2,8,0.25,8,28,0.29,0.31,2,3,0.67,6,2,8,8,1,0,3,10,24,0.32,7.44
Marcus Williams,75,1738,225,671,116,371,0.31,109,300,0.36,0.42,110,152,0.73,32,168,200,334,42,2,152,96,676,0.46,17.08
Mardy Collins,32,567,85,200,12,45,0.27,73,155,0.47,0.46,22,40,0.6,17,61,78,71,24,4,49,62,204,0.47,18.38
Marijan Mance,75,1303,173,346,35,90,0.39,138,256,0.54,0.55,65,86,0.76,42,106,148,57,45,1,65,121,446,0.58,14.48
Marin Rozic,86,1508,152,375,32,112,0.29,120,263,0.46,0.45,98,125,0.77,54,183,237,41,78,5,82,192,434,0.5,16.02
Marin Vrsaljko,5,23,2,6,0,1,0.0,2,5,0.4,0.33,0,1,0.0,0,2,2,0,0,0,1,3,4,0.31,13.44
Marino Bazdaric,58,1555,227,532,106,290,0.37,121,242,0.5,0.53,129,156,0.76,25,176,201,85,73,1,95,161,689,0.57,13.66
Mario Bosnjak,1,20,4,6,0,1,0.0,4,5,0.8,0.67,0,1,0.0,2,0,2,0,1,0,2,2,8,0.62,23.7
Mario Delas,45,694,69,167,10,42,0.24,59,125,0.47,0.44,32,45,0.73,45,62,107,27,18,4,34,107,180,0.48,15.4
Mario Dundovic,12,184,18,47,2,14,0.14,16,33,0.48,0.4,12,16,0.75,8,23,31,6,5,2,22,33,50,0.46,28.93
Mario Gigena,12,176,12,36,6,21,0.29,6,15,0.4,0.42,7,9,0.78,3,9,12,6,8,0,13,25,37,0.46,24.55
Mario Hezonja,36,449,70,153,31,84,0.37,39,69,0.57,0.56,21,28,0.75,12,39,51,25,13,4,26,48,192,0.58,13.59
Mario Kasun,25,479,100,168,0,2,0.0,100,166,0.6,0.6,38,53,0.72,68,83,151,16,12,16,47,68,238,0.62,19.72
Mario Stojic,33,494,42,116,20,62,0.32,22,54,0.41,0.45,13,22,0.59,15,31,46,27,22,3,30,61,117,0.47,19.27
Marios Batis,15,275,18,38,10,29,0.34,8,9,0.89,0.61,7,11,0.64,3,21,24,17,20,3,24,39,53,0.62,35.91
Marius Grigonis,44,964,126,274,51,121,0.42,75,153,0.49,0.55,108,118,0.89,16,83,99,86,25,1,59,116,411,0.63,15.33
Mark Brisker,11,130,19,37,16,29,0.55,3,8,0.38,0.73,8,9,0.89,0,8,8,2,2,0,1,17,62,0.76,2.38
Mark Dickel,12,166,5,18,2,12,0.17,3,6,0.5,0.33,3,4,0.75,4,12,16,23,7,1,16,26,15,0.38,44.74
Mark Miller,17,347,43,112,10,38,0.26,33,74,0.45,0.43,38,51,0.74,17,18,35,23,26,0,29,40,134,0.5,17.74
Mark Payne,16,245,19,43,2,10,0.2,17,33,0.52,0.47,14,19,0.76,8,26,34,15,8,1,14,22,54,0.53,21.42
Markel Brown,20,349,34,98,14,54,0.26,20,44,0.45,0.42,15,23,0.65,11,22,33,38,7,4,16,25,97,0.45,12.89
Marko Antonijevic,13,290,28,79,16,41,0.39,12,38,0.32,0.46,27,33,0.82,3,13,16,33,19,0,26,38,99,0.53,21.75
Marko Arapovic,33,586,86,184,16,61,0.26,70,123,0.57,0.51,26,38,0.68,45,68,113,26,9,4,30,74,214,0.53,13.0
Marko Banic,20,504,105,168,1,5,0.2,104,163,0.64,0.63,54,68,0.79,31,48,79,13,7,1,31,46,265,0.67,13.54
Marko Bulic,2,54,8,18,6,12,0.5,2,6,0.33,0.61,1,2,0.5,1,2,3,5,1,0,2,6,23,0.61,9.58
Marko Cakarevic,17,174,7,26,3,11,0.27,4,15,0.27,0.33,8,8,1.0,12,29,41,14,3,2,18,33,25,0.42,37.88
Marko Guduric,125,2313,319,660,140,346,0.4,179,314,0.57,0.59,195,231,0.85,51,172,223,243,90,11,175,275,973,0.64,18.68
Marko Jaric,67,1683,241,538,50,170,0.29,191,368,0.52,0.49,124,189,0.68,51,173,224,138,118,10,134,164,656,0.53,17.74
Marko Keselj,26,366,37,87,20,60,0.33,17,27,0.63,0.54,7,13,0.55,5,35,40,6,9,3,11,47,101,0.54,10.61
Marko Kuridza,8,139,13,32,1,8,0.12,12,24,0.5,0.42,4,8,0.5,6,17,23,8,0,6,8,15,31,0.44,18.38
Marko Maravic,17,576,54,125,15,35,0.43,39,90,0.43,0.49,57,73,0.78,34,53,87,23,19,0,18,55,180,0.57,10.28
Marko Milic,79,1996,367,708,11,45,0.24,356,663,0.54,0.53,166,268,0.63,182,213,395,148,121,4,169,239,911,0.55,16.99
Marko Pesic,33,959,104,253,42,126,0.33,62,127,0.49,0.49,73,104,0.72,9,57,66,73,25,3,67,100,323,0.54,18.32
Marko Popovic,111,2899,440,1006,230,607,0.38,210,399,0.53,0.55,357,434,0.82,41,147,188,324,133,1,214,274,1467,0.61,15.17
Marko Scekic,15,276,50,92,6,14,0.43,44,78,0.56,0.58,16,26,0.65,19,34,53,15,10,2,20,43,122,0.59,16.2
Marko Simonovic,67,1534,216,472,114,285,0.4,102,187,0.55,0.58,81,100,0.76,45,143,188,34,46,8,39,103,627,0.61,7.03
Marko Tejic,28,214,13,43,4,17,0.24,9,26,0.35,0.35,5,14,0.35,12,23,35,18,3,3,9,53,35,0.36,15.47
Marko Todorovic,35,390,44,85,1,8,0.12,43,77,0.56,0.52,35,52,0.66,41,58,99,18,13,21,26,60,124,0.57,19.42
Marko Tomas,73,1629,189,482,92,261,0.35,97,221,0.44,0.49,147,186,0.78,52,122,174,91,59,5,95,167,617,0.55,14.42
Marko Tusek,59,1382,191,451,67,195,0.34,124,256,0.48,0.5,91,129,0.74,96,138,234,41,33,8,66,112,540,0.53,11.5
Marko Verginella,2,20,2,5,0,3,0.0,2,2,1.0,0.4,2,2,1.0,1,2,3,1,1,0,2,2,6,0.51,25.38
Marlon Garnett,20,588,78,189,45,109,0.41,33,80,0.41,0.53,41,46,0.89,6,49,55,19,19,1,28,28,242,0.58,11.8
Marque Perry,26,537,67,156,14,41,0.34,53,115,0.46,0.47,48,59,0.9,10,40,50,43,13,1,46,43,196,0.54,20.18
Marques Green,26,673,53,149,31,92,0.34,22,57,0.39,0.46,13,19,0.6,5,44,49,77,48,0,44,53,150,0.48,21.85
Martin Henlan,10,153,12,35,3,9,0.33,9,26,0.35,0.39,6,6,1.0,13,20,33,1,6,4,8,20,33,0.44,17.53
Martin Hermannsson,27,696,111,271,29,86,0.34,82,185,0.44,0.46,43,50,0.86,9,34,43,130,13,1,73,58,294,0.5,19.95
Martin Mihajlovic,7,66,7,15,0,1,0.0,7,14,0.5,0.47,3,4,0.75,6,5,11,3,1,2,3,14,17,0.51,15.18
Martin Muursepp,41,786,122,257,30,90,0.33,92,167,0.55,0.53,65,113,0.57,60,103,163,33,31,8,57,129,339,0.55,15.67
Martin Rancik,21,470,79,164,11,27,0.41,68,137,0.5,0.52,23,32,0.86,36,65,101,6,15,12,14,61,192,0.54,7.29
Marton Bader,31,785,96,189,8,25,0.32,88,164,0.54,0.53,71,103,0.69,67,113,180,20,14,20,29,93,271,0.58,11.01
